en,zh_correct,zh_translate_tool1,zh_status_tool1,pinyin_trans_tool1,pinyin_meaning_tool1,g2pc_pos_tool1,g2pc_tones_tool1,g2pc_meaning_tool1,g2pm_tone_tool1
abdul jabaar,,阿卜杜勒·贾巴尔（Abdul Jabbar）,,"['a1', 'bu3', 'du4', 'le4', '·', 'jia3', 'ba1', 'er3', '（', 'A', 'b', 'd', 'u', 'l', '', '', 'J', 'a', 'b', 'b', 'a', 'r', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'jia3', 'ba1', 'er3', '（', 'a', 'b', 'd', 'u', 'l', 'J', 'a', 'b', 'b', 'a', 'r', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'surname Jia', 'Ba state during Zhou dynasty (in east of modern Sichuan)', 'thus', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'jia3', 'ba1', 'er3', '（abdul Jabbar）']"
abdul hasib,,阿卜杜勒·哈斯布（Abdul Hasib）,,"['a1', 'bu3', 'du4', 'le4', '·', 'ha1', 'si1', 'bu4', '（', 'A', 'b', 'd', 'u', 'l', '', '', 'H', 'a', 's', 'i', 'b', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'ha1', 'si1', 'bu4', '（', 'a', 'b', 'd', 'u', 'l', 'H', 'a', 's', 'i', 'b', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, '(interj.) ha!', 'Slovakia', 'to announce', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'ha1', 'si1', 'bu4', '（abdul Hasib）']"
abdul azeem,,阿卜杜勒·阿泽姆（Abdul Azeem）,,"['a1', 'bu3', 'du4', 'le4', '·', 'a1', 'ze2', 'mu3', '（', 'A', 'b', 'd', 'u', 'l', '', '', 'A', 'z', 'e', 'e', 'm', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'a1', 'ze2', 'mu3', '（', 'a', 'b', 'd', 'u', 'l', 'a', 'z', 'e', 'e', 'm', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'prefix used before monosyllabic names, kinship terms etc to indicate familiarity', 'pool', 'woman who looks after small children', None, '(slang) (Tw) to steal', None, None, None, None, '(slang) (Tw) to steal', None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'a1', 'ze2', 'mu3', '（abdul azeem）']"
abdul azeez,,阿卜杜勒·阿齐兹（Abdul Azeez）,,"['a1', 'bu3', 'du4', 'le4', '·', 'a1', 'qi2', 'zi1', '（', 'A', 'b', 'd', 'u', 'l', '', '', 'A', 'z', 'e', 'e', 'z', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'a1', 'qi2', 'zi1', '（', 'a', 'b', 'd', 'u', 'l', 'a', 'z', 'e', 'e', 'z', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '(name of states and dynasties at several different periods)', 'now', None, '(slang) (Tw) to steal', None, None, None, None, '(slang) (Tw) to steal', None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'a1', 'qi2', 'zi1', '（abdul azeez）']"
abdul azim,,阿卜杜勒·阿齐姆（Abdul Azim）,,"['a1', 'bu3', 'du4', 'le4', '·', 'a1', 'qi2', 'mu3', '（', 'A', 'b', 'd', 'u', 'l', '', '', 'A', 'z', 'i', 'm', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'a1', 'qi2', 'mu3', '（', 'a', 'b', 'd', 'u', 'l', 'a', 'z', 'i', 'm', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '(name of states and dynasties at several different periods)', 'woman who looks after small children', None, '(slang) (Tw) to steal', None, None, None, None, '(slang) (Tw) to steal', None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'a1', 'qi2', 'mu3', '（abdul azim）']"
abdul aziz,,阿卜杜勒·阿齐兹（Abdul Aziz）,,"['a1', 'bu3', 'du4', 'le4', '·', 'a1', 'qi2', 'zi1', '（', 'A', 'b', 'd', 'u', 'l', '', '', 'A', 'z', 'i', 'z', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'a1', 'qi2', 'zi1', '（', 'a', 'b', 'd', 'u', 'l', 'a', 'z', 'i', 'z', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '(name of states and dynasties at several different periods)', 'now', None, '(slang) (Tw) to steal', None, None, None, None, '(slang) (Tw) to steal', None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'a1', 'qi2', 'zi1', '（abdul aziz）']"
abdul baari,,阿卜杜勒·巴里（Abdul Baari）,,"['a1', 'bu3', 'du4', 'le4', '·', 'ba1', 'li3', '（', 'A', 'b', 'd', 'u', 'l', '', '', 'B', 'a', 'a', 'r', 'i', '）']",,w,"['a1', 'bo5', 'du4', 'le4', '·', 'ba1', 'li3', '（', 'a', 'b', 'd', 'u', 'l', 'bi1', 'a', 'a', 'r', 'i', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to rein in', None, 'Ba state during Zhou dynasty (in east of modern Sichuan)', 'lining', None, '(slang) (Tw) to steal', None, None, None, None, '', None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'ba1', 'li3', '（abdul ', 'bi1', 'aari）']"
abdul baasit,,阿卜杜勒·巴西特（Abdul Baasit）,,"['a1', 'bu3', 'du4', 'le4', '·', 'ba1', 'xi1', 'te4', '（', 'A', 'b', 'd', 'u', 'l', '', '', 'B', 'a', 'a', 's', 'i', 't', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'ba1', 'xi1', 'te4', '（', 'a', 'b', 'd', 'u', 'l', 'bi1', 'a', 'a', 's', 'i', 't', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'Ba state during Zhou dynasty (in east of modern Sichuan)', 'the West', 'special', None, '(slang) (Tw) to steal', None, None, None, None, '', None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'ba1', 'xi1', 'te4', '（abdul ', 'bi1', 'aasit）']"
abdul badee,,阿卜杜勒·巴迪（Abdul Badee）,,"['a1', 'bu3', 'du4', 'le4', '·', 'ba1', 'di2', '（', 'A', 'b', 'd', 'u', 'l', '', '', 'B', 'a', 'd', 'e', 'e', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'ba1', 'di2', '（', 'a', 'b', 'd', 'u', 'l', 'bi1', 'a', 'd', 'e', 'e', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'Ba state during Zhou dynasty (in east of modern Sichuan)', 'to enlighten', None, '(slang) (Tw) to steal', None, None, None, None, '', None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'ba1', 'di2', '（abdul ', 'bi1', 'adee）']"
abdul baqi,,阿卜杜勒·巴基（Abdul Baqi）,,"['a1', 'bu3', 'du4', 'le4', '·', 'ba1', 'ji1', '（', 'A', 'b', 'd', 'u', 'l', '', '', 'B', 'a', 'q', 'i', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'ba1', 'ji1', '（', 'a', 'b', 'd', 'u', 'l', 'bi1', 'a', 'q', 'i', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'Ba state during Zhou dynasty (in east of modern Sichuan)', 'base', None, '(slang) (Tw) to steal', None, None, None, None, '', None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'ba1', 'ji1', '（abdul ', 'bi1', 'aqi）']"
abdul bari,,阿卜杜勒·巴里（Abdul Bari）,,"['a1', 'bu3', 'du4', 'le4', '·', 'ba1', 'li3', '（', 'A', 'b', 'd', 'u', 'l', '', '', 'B', 'a', 'r', 'i', '）']",,w,"['a1', 'bo5', 'du4', 'le4', '·', 'ba1', 'li3', '（', 'a', 'b', 'd', 'u', 'l', 'bi1', 'a', 'r', 'i', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to rein in', None, 'Ba state during Zhou dynasty (in east of modern Sichuan)', 'lining', None, '(slang) (Tw) to steal', None, None, None, None, '', None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'ba1', 'li3', '（abdul ', 'bi1', 'ari）']"
abdul baseer,,Abdul Baseer,,"['A', 'b', 'd', 'u', 'l', '', '', 'B', 'a', 's', 'e', 'e', 'r']",,nr,"['a', 'b', 'd', 'u', 'l', 'bi1', 'a', 's', 'e', 'e', 'r']","['(slang) (Tw) to steal', None, None, None, None, '', None, None, None, None, None]","['abdul ', 'bi1', 'aseer']"
abdul batin,,阿卜杜勒·巴丁,,"['a1', 'bu3', 'du4', 'le4', '·', 'ba1', 'ding1']",,nr,"['a1', 'bo5', 'du4', 'lei1', '·', 'ba1', 'ding1']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'Ba state during Zhou dynasty (in east of modern Sichuan)', 'surname Ding']","['a1', 'bu3', 'du4', 'le4', '·', 'ba1', 'ding1']"
abdul fattah,,阿卜杜勒·法塔（Abdul Fattah）,,"['a1', 'bu3', 'du4', 'le4', '·', 'fa3', 'ta3', '（', 'A', 'b', 'd', 'u', 'l', '', '', 'F', 'a', 't', 't', 'a', 'h', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'fa3', 'ta3', '（', 'a', 'b', 'd', 'u', 'l', 'F', 'a', 't', 't', 'a', 'h', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'France', 'pagoda', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'fa3', 'ta3', '（abdul Fattah）']"
abdul ghafaar,,阿卜杜勒·加法尔（Abdul Ghafaar）,,"['a1', 'bu3', 'du4', 'le4', '·', 'jia1', 'fa3', 'er3', '（', 'A', 'b', 'd', 'u', 'l', '', '', 'G', 'h', 'a', 'f', 'a', 'a', 'r', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'jia1', 'fa3', 'er3', '（', 'a', 'b', 'd', 'u', 'l', 'G', 'h', 'a', 'f', 'a', 'a', 'r', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'surname Jia', 'France', 'thus', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'jia1', 'fa3', 'er3', '（abdul Ghafaar）']"
abdul ghafoor,,阿卜杜勒·加法尔（Abdul Ghafoor）,,"['a1', 'bu3', 'du4', 'le4', '·', 'jia1', 'fa3', 'er3', '（', 'A', 'b', 'd', 'u', 'l', '', '', 'G', 'h', 'a', 'f', 'o', 'o', 'r', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'jia1', 'fa3', 'er3', '（', 'a', 'b', 'd', 'u', 'l', 'G', 'h', 'a', 'f', 'o', 'o', 'r', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'surname Jia', 'France', 'thus', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'jia1', 'fa3', 'er3', '（abdul Ghafoor）']"
abdul hafeez,,阿卜杜勒·哈菲兹（Abdul Hafeez）,,"['a1', 'bu3', 'du4', 'le4', '·', 'ha1', 'fei1', 'zi1', '（', 'A', 'b', 'd', 'u', 'l', '', '', 'H', 'a', 'f', 'e', 'e', 'z', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'ha1', 'fei1', 'zi1', '（', 'a', 'b', 'd', 'u', 'l', 'H', 'a', 'f', 'e', 'e', 'z', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, '(interj.) ha!', 'luxuriant (plant growth)', 'now', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'ha1', 'fei1', 'zi1', '（abdul Hafeez）']"
abdul hafiz,,阿卜杜勒·哈菲兹（Abdul Hafiz）,,"['a1', 'bu3', 'du4', 'le4', '·', 'ha1', 'fei1', 'zi1', '（', 'A', 'b', 'd', 'u', 'l', '', '', 'H', 'a', 'f', 'i', 'z', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'ha1', 'fei1', 'zi1', '（', 'a', 'b', 'd', 'u', 'l', 'H', 'a', 'f', 'i', 'z', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, '(interj.) ha!', 'luxuriant (plant growth)', 'now', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'ha1', 'fei1', 'zi1', '（abdul Hafiz）']"
abdul hakam,,阿卜杜勒·哈卡姆（Abdul Hakam）,,"['a1', 'bu3', 'du4', 'le4', '·', 'ha1', 'qia3', 'mu3', '（', 'A', 'b', 'd', 'u', 'l', '', '', 'H', 'a', 'k', 'a', 'm', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'ha1', 'qia3', 'mu3', '（', 'a', 'b', 'd', 'u', 'l', 'H', 'a', 'k', 'a', 'm', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, '(interj.) ha!', 'to block', 'woman who looks after small children', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'ha1', 'ka3', 'mu3', '（abdul Hakam）']"
abdul hakeem,,阿卜杜勒·哈基姆（Abdul Hakeem）,,"['a1', 'bu3', 'du4', 'le4', '·', 'ha1', 'ji1', 'mu3', '（', 'A', 'b', 'd', 'u', 'l', '', '', 'H', 'a', 'k', 'e', 'e', 'm', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'ha1', 'ji1', 'mu3', '（', 'a', 'b', 'd', 'u', 'l', 'H', 'a', 'k', 'e', 'e', 'm', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, '(interj.) ha!', 'base', 'woman who looks after small children', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'ha1', 'ji1', 'mu3', '（abdul Hakeem）']"
abdul haleem,,阿卜杜勒·哈利姆（Abdul Haleem）,,"['a1', 'bu3', 'du4', 'le4', '·', 'ha1', 'li4', 'mu3', '（', 'A', 'b', 'd', 'u', 'l', '', '', 'H', 'a', 'l', 'e', 'e', 'm', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'ha1', 'li4', 'mu3', '（', 'a', 'b', 'd', 'u', 'l', 'H', 'a', 'l', 'e', 'e', 'm', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, '(interj.) ha!', 'surname Li', 'woman who looks after small children', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'ha1', 'li4', 'mu3', '（abdul Haleem）']"
abdul halim,,阿卜杜勒·哈利姆（Abdul Halim）,,"['a1', 'bu3', 'du4', 'le4', '·', 'ha1', 'li4', 'mu3', '（', 'A', 'b', 'd', 'u', 'l', '', '', 'H', 'a', 'l', 'i', 'm', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'ha1', 'li4', 'mu3', '（', 'a', 'b', 'd', 'u', 'l', 'H', 'a', 'l', 'i', 'm', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, '(interj.) ha!', 'surname Li', 'woman who looks after small children', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'ha1', 'li4', 'mu3', '（abdul Halim）']"
abdul hameed,,阿卜杜勒·哈米德（Abdul Hameed）,,"['a1', 'bu3', 'du4', 'le4', '·', 'ha1', 'mi3', 'de2', '（', 'A', 'b', 'd', 'u', 'l', '', '', 'H', 'a', 'm', 'e', 'e', 'd', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'ha1', 'mi3', 'de2', '（', 'a', 'b', 'd', 'u', 'l', 'H', 'a', 'm', 'e', 'e', 'd', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, '(interj.) ha!', 'surname Mi', 'Germany', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'ha1', 'mi3', 'de2', '（abdul Hameed）']"
abdul hamid,,阿卜杜勒·哈米德（Abdul Hamid）,,"['a1', 'bu3', 'du4', 'le4', '·', 'ha1', 'mi3', 'de2', '（', 'A', 'b', 'd', 'u', 'l', '', '', 'H', 'a', 'm', 'i', 'd', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'ha1', 'mi3', 'de2', '（', 'a', 'b', 'd', 'u', 'l', 'H', 'a', 'm', 'i', 'd', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, '(interj.) ha!', 'surname Mi', 'Germany', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'ha1', 'mi3', 'de2', '（abdul Hamid）']"
abdul hannan,,阿卜杜勒·汉南（Abdul Hannan）,,"['a1', 'bu3', 'du4', 'le4', '·', 'han4', 'nan2', '（', 'A', 'b', 'd', 'u', 'l', '', '', 'H', 'a', 'n', 'n', 'a', 'n', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'han4', 'nan2', '（', 'a', 'b', 'd', 'u', 'l', 'H', 'a', 'n', 'n', 'a', 'n', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'Han ethnic group', 'surname Nan', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'han4', 'nan2', '（abdul Hannan）']"
abdul haq,,阿卜杜勒·哈克（Abdul Haq）,,"['a1', 'bu3', 'du4', 'le4', '·', 'ha1', 'ke4', '（', 'A', 'b', 'd', 'u', 'l', '', '', 'H', 'a', 'q', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'ha1', 'ke4', '（', 'a', 'b', 'd', 'u', 'l', 'H', 'a', 'q', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, '(interj.) ha!', 'to be able to', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'ha1', 'ke4', '（abdul Haq）']"
abdul haseeb,,阿卜杜勒·哈西布（Abdul Haseeb）,,"['a1', 'bu3', 'du4', 'le4', '·', 'ha1', 'xi1', 'bu4', '（', 'A', 'b', 'd', 'u', 'l', '', '', 'H', 'a', 's', 'e', 'e', 'b', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'ha1', 'xi1', 'bu4', '（', 'a', 'b', 'd', 'u', 'l', 'H', 'a', 's', 'e', 'e', 'b', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, '(interj.) ha!', 'the West', 'to announce', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'ha1', 'xi1', 'bu4', '（abdul Haseeb）']"
aboo bakr,,aboo bakr,,"['a', 'b', 'o', 'o', '', '', 'b', 'a', 'k', 'r']",,nr,"['a', 'b', 'o', 'o', 'b', 'a', 'k', 'r']","[None, None, None, None, None, None, None, None]",['aboo bakr']
aboo haneefah,,Aboo Haneefah,,"['A', 'b', 'o', 'o', '', '', 'H', 'a', 'n', 'e', 'e', 'f', 'a', 'h']",,nr,"['a', 'b', 'o', 'o', 'H', 'a', 'n', 'e', 'e', 'f', 'a', 'h']","['(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None, None]",['aboo Haneefah']
aboo hurairah,,Aboo Hurairah,,"['A', 'b', 'o', 'o', '', '', 'H', 'u', 'r', 'a', 'i', 'r', 'a', 'h']",,nr,"['a', 'b', 'o', 'o', 'H', 'u', 'r', 'a', 'i', 'r', 'a', 'h']","['(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None, None]",['aboo Hurairah']
ameerah,,Ameerah,,"['A', 'm', 'e', 'e', 'r', 'a', 'h']",,nr,"['a', 'm', 'e', 'e', 'r', 'a', 'h']","['(slang) (Tw) to steal', None, None, None, None, None, None]",['ameerah']
aman,,阿曼,,"['a1', 'man4']",['Oman'],nr,['a1 man4'],['Oman'],"['a1', 'man4']"
amana,,阿玛娜,,"['a1', 'ma3', 'nuo2']",,nr,"['a1', 'ma3', 'na4']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', 'agate', '(phonetic na)']","['a1', 'ma3', 'na4']"
amany,,阿曼尼,,"['a1', 'man4', 'ni2']",,nr,"['a1', 'man4', 'ni2']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', 'handsome', 'Buddhist nun']","['a1', 'man4', 'ni2']"
amara,,阿玛拉,,"['a1', 'ma3', 'la1']",,nr,"['a1', 'ma3', 'la1']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', 'agate', 'to pull']","['a1', 'ma3', 'la1']"
amaya,,amaya,,"['a', 'm', 'a', 'y', 'a']",,nr,"['a', 'm', 'a', 'y', 'a']","[None, None, None, None, None]",['amaya']
amayr,,amayr,,"['a', 'm', 'a', 'y', 'r']",,nr,"['a', 'm', 'a', 'y', 'r']","[None, None, None, None, None]",['amayr']
ambar,,安巴,,"['an1', 'ba1']",,nr,"['an1', 'ba1']","['surname An', 'Ba state during Zhou dynasty (in east of modern Sichuan)']","['an1', 'ba1']"
ambareen,,Ambareen,,"['A', 'm', 'b', 'a', 'r', 'e', 'e', 'n']",,nr,"['a', 'm', 'b', 'a', 'r', 'e', 'e', 'n']","['(slang) (Tw) to steal', None, None, None, None, None, None, None]",['ambareen']
amber,,琥珀色,,"['hu3', 'po4', 'se4']",,n,"['hu3', 'po4', 'se4']","['amber', 'amber', 'color']","['hu3', 'po4', 'se4']"
ambereen,,Ambereen,,"['A', 'm', 'b', 'e', 'r', 'e', 'e', 'n']",,nr,"['a', 'm', 'b', 'e', 'r', 'e', 'e', 'n']","['(slang) (Tw) to steal', None, None, None, None, None, None, None]",['ambereen']
ambreen,,安伯恩,,"['an1', 'bo2', 'en1']",,nr,"['an1', 'bo2', 'en1']","['surname An', ""father's elder brother"", 'favor']","['an1', 'bo2', 'en1']"
ameena,,ameena,,"['a', 'm', 'e', 'e', 'n', 'a']",,nr,"['a', 'm', 'e', 'e', 'n', 'a']","[None, None, None, None, None, None]",['ameena']
amelia,,阿米莉亚,,"['a1', 'mi3', 'li4', 'ya4']",,nr,"['a1', 'mi3', 'li4', 'ya4']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', 'surname Mi', 'jasmine', 'Asia']","['a1', 'mi3', 'li4', 'ya4']"
amalia,,阿马利亚,,"['a1', 'ma3', 'li4', 'ya4']",,nr,"['a1', 'ma3', 'li4', 'ya4']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', 'surname Ma', 'surname Li', 'Asia']","['a1', 'ma3', 'li4', 'ya4']"
amer,,阿米尔,,"['a1', 'mi3', 'er3']",,nr,"['a1', 'mi3', 'er3']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', 'surname Mi', 'thus']","['a1', 'mi3', 'er3']"
amilah,,阿米拉,,"['a1', 'mi3', 'la1']",,nr,"['a1', 'mi3', 'la1']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', 'surname Mi', 'to pull']","['a1', 'mi3', 'la1']"
amin,,阿明,,"['a1', 'ming2']",['Al-Amin'],nr,['a1 ming2'],['Al-Amin'],"['a1', 'ming2']"
amina,,阿米娜,,"['a1', 'mi3', 'nuo2']",,nr,"['a1', 'mi3', 'na4']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', 'surname Mi', '(phonetic na)']","['a1', 'mi3', 'na4']"
aminah,,阿米娜,,"['a1', 'mi3', 'nuo2']",,nr,"['a1', 'mi3', 'na4']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', 'surname Mi', '(phonetic na)']","['a1', 'mi3', 'na4']"
amira,,阿米拉,,"['a1', 'mi3', 'la1']",,nr,"['a1', 'mi3', 'la1']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', 'surname Mi', 'to pull']","['a1', 'mi3', 'la1']"
amirah,,阿米拉,,"['a1', 'mi3', 'la1']",,nr,"['a1', 'mi3', 'la1']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', 'surname Mi', 'to pull']","['a1', 'mi3', 'la1']"
ammaar,,Ammaar,,"['A', 'm', 'm', 'a', 'a', 'r']",,nr,"['a', 'm', 'm', 'a', 'a', 'r']","['(slang) (Tw) to steal', None, None, None, None, None]",['ammaar']
ammaarah,,安玛拉,,"['an1', 'ma3', 'la1']",,nr,"['an1', 'ma3', 'la1']","['surname An', 'agate', 'to pull']","['an1', 'ma3', 'la1']"
ammara,,Ammara,,"['A', 'm', 'm', 'a', 'r', 'a']",,nr,"['a', 'm', 'm', 'a', 'r', 'a']","['(slang) (Tw) to steal', None, None, None, None, None]",['ammara']
ammarah,,阿玛拉,,"['a1', 'ma3', 'la1']",,nr,"['a1', 'ma3', 'la1']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', 'agate', 'to pull']","['a1', 'ma3', 'la1']"
amna,,amna,,"['a', 'm', 'n', 'a']",,nr,"['a', 'm', 'n', 'a']","[None, None, None, None]",['amna']
amam,,amam,,"['a', 'm', 'a', 'm']",,nr,"['a', 'm', 'a', 'm']","[None, None, None, None]",['amam']
amala,,阿马拉,,"['a1', 'ma3', 'la1']",,nr,"['a1', 'ma3', 'la1']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', 'surname Ma', 'to pull']","['a1', 'ma3', 'la1']"
alaa,,alaa,,"['a', 'l', 'a', 'a']",,nr,"['a', 'l', 'a', 'a']","[None, None, None, None]",['alaa']
alisha,,阿丽莎,,"['a1', 'li4', 'sha1']",,nr,"['a1', 'li4', 'sha1']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', 'beautiful', 'katydid (family Tettigoniidae)']","['a1', 'li4', 'sha1']"
alaia,,alaia,,"['a', 'l', 'a', 'i', 'a']",,nr,"['a', 'l', 'a', 'i', 'a']","[None, None, None, None, None]",['alaia']
alayna,,Alayna,,"['A', 'l', 'a', 'y', 'n', 'a']",,nr,"['a', 'l', 'a', 'y', 'n', 'a']","['(slang) (Tw) to steal', None, None, None, None, None]",['alayna']
